id,x,y,disease,severity,temperature,humidity,moisture,ph,priority_score
plant-4160,20,32,healthy,0.0,32.44,52.03,69.31,5.7,0.0
plant-4161,15,31,healthy,0.0,23.22,58.26,27.14,6.13,0.0
plant-4162,33,27,healthy,0.0,26.74,93.43,65.76,6.85,0.0
plant-4163,41,35,late_blight,0.498,16.77,35.38,20.9,6.8,0.779
plant-4164,44,11,healthy,0.0,33.66,60.34,38.4,6.51,0.0
plant-4165,31,36,healthy,0.0,26.97,90.61,24.37,6.86,0.0
plant-4166,20,7,healthy,0.0,37.94,69.49,8.2,7.93,0.0
plant-4167,32,31,healthy,0.0,36.04,45.56,36.98,7.33,0.0
plant-4168,43,4,healthy,0.0,34.78,43.8,12.77,5.68,0.0
plant-4169,32,27,healthy,0.0,30.93,56.43,29.3,6.85,0.0
plant-4170,21,37,healthy,0.0,29.67,72.59,47.24,6.48,0.0
plant-4171,20,25,healthy,0.0,22.64,91.92,14.1,7.95,0.0
plant-4172,23,34,healthy,0.0,25.41,84.04,41.9,7.06,0.0
plant-4173,32,24,late_blight,0.319,31.02,35.96,59.17,7.5,0.383
plant-4174,24,38,healthy,0.0,31.72,94.8,11.84,6.37,0.0
plant-4175,44,45,healthy,0.0,26.7,79.22,7.68,7.96,0.0
plant-4176,30,29,healthy,0.0,21.15,93.3,9.49,6.6,0.0
plant-4177,14,37,healthy,0.0,26.62,47.18,65.75,6.52,0.0
plant-4178,21,18,healthy,0.0,25.3,48.5,67.59,7.21,0.0
plant-4179,48,2,late_blight,0.24,28.73,81.46,32.01,7.17,0.288
plant-4180,42,5,healthy,0.0,22.36,89.4,53.53,7.47,0.0
plant-4181,30,22,healthy,0.0,25.57,81.69,22.88,6.11,0.0
plant-4182,34,26,healthy,0.0,26.36,80.03,55.78,6.08,0.0
plant-4183,18,20,healthy,0.0,32.81,57.64,58.34,7.08,0.0
plant-4184,25,8,early_blight,0.876,17.85,64.2,44.56,7.82,0.876
plant-4185,38,8,nutrient_deficiency,0.378,36.6,39.64,9.38,7.41,0.574
plant-4186,18,15,healthy,0.0,35.13,37.96,18.97,6.53,0.0
plant-4187,41,25,late_blight,0.818,23.51,54.17,67.32,6.25,0.982
plant-4188,15,12,nutrient_deficiency,0.699,18.01,67.15,33.34,7.62,0.629
plant-4189,40,8,mold,0.882,22.36,57.5,52.06,7.3,0.882
plant-4190,28,41,healthy,0.0,20.01,69.66,66.81,7.38,0.0
plant-4191,45,20,late_blight,0.719,21.1,73.89,26.0,5.76,0.978
plant-4192,27,26,healthy,0.0,20.77,40.24,57.87,6.67,0.0
plant-4193,12,37,mold,0.517,23.27,51.34,51.1,6.49,0.517
plant-4194,36,32,mold,0.542,22.18,78.25,46.32,5.72,0.542
plant-4195,26,44,healthy,0.0,36.79,61.64,35.39,6.54,0.0
plant-4196,35,1,healthy,0.0,16.69,48.24,30.57,6.21,0.0
plant-4197,34,4,healthy,0.0,22.44,62.87,56.2,6.35,0.0
plant-4198,22,38,nutrient_deficiency,0.95,30.48,40.56,49.74,6.37,0.855
plant-4199,31,47,healthy,0.0,36.8,75.62,34.54,6.48,0.0
plant-4200,34,24,healthy,0.0,23.91,35.15,62.06,7.28,0.0
plant-4201,23,44,mold,0.875,27.01,30.94,57.66,7.81,0.875
plant-4202,20,44,early_blight,0.939,26.34,74.35,37.74,5.62,0.939
plant-4203,20,18,healthy,0.0,30.09,88.42,56.68,6.57,0.0
plant-4204,14,28,healthy,0.0,25.13,73.59,28.01,6.33,0.0
plant-4205,47,8,healthy,0.0,35.69,71.09,5.5,6.03,0.0
plant-4206,8,28,healthy,0.0,27.77,30.94,11.11,5.54,0.0
plant-4207,21,45,healthy,0.0,34.52,76.53,29.2,7.27,0.0
plant-4208,7,7,healthy,0.0,20.13,40.33,27.82,7.82,0.0
plant-4209,37,1,nutrient_deficiency,0.762,37.98,36.93,22.38,6.55,0.86
plant-4210,33,16,early_blight,0.926,23.4,76.79,18.45,6.79,1.0
plant-4211,1,19,healthy,0.0,33.43,49.3,21.99,6.19,0.0
plant-4212,39,45,late_blight,0.731,22.8,47.0,12.08,7.45,1.0
plant-4213,45,0,healthy,0.0,25.81,87.74,39.17,6.31,0.0
plant-4214,4,10,healthy,0.0,22.72,81.59,55.56,6.94,0.0
plant-4215,10,36,healthy,0.0,28.74,44.57,13.36,7.0,0.0
plant-4216,47,6,healthy,0.0,20.1,33.23,58.14,7.8,0.0
plant-4217,33,3,healthy,0.0,29.31,67.51,31.66,7.15,0.0
plant-4218,12,34,healthy,0.0,36.95,35.44,53.39,7.03,0.0
plant-4219,38,34,healthy,0.0,36.78,35.59,32.46,7.17,0.0
plant-4220,49,13,healthy,0.0,16.25,62.62,25.15,7.02,0.0
plant-4221,2,15,healthy,0.0,34.84,55.66,15.69,6.77,0.0
plant-4222,33,34,healthy,0.0,18.63,71.99,42.04,7.03,0.0
plant-4223,18,37,nutrient_deficiency,0.722,24.98,81.44,51.99,7.5,0.65
plant-4224,47,32,healthy,0.0,17.59,82.29,60.27,7.58,0.0
plant-4225,43,2,healthy,0.0,25.43,91.1,68.77,6.17,0.0
plant-4226,35,2,early_blight,0.739,16.73,70.98,39.96,6.09,0.739
plant-4227,15,27,mold,0.744,35.77,78.3,10.12,7.08,1.0
plant-4228,6,30,healthy,0.0,34.49,34.24,62.95,6.77,0.0
plant-4229,18,8,healthy,0.0,16.13,50.92,20.01,6.91,0.0
plant-4230,49,40,healthy,0.0,24.71,40.34,14.67,7.95,0.0
plant-4231,21,33,healthy,0.0,27.27,92.89,31.26,7.56,0.0
plant-4232,42,22,healthy,0.0,23.72,48.48,13.08,6.05,0.0
plant-4233,36,37,healthy,0.0,35.54,75.98,32.17,6.76,0.0
plant-4234,38,19,healthy,0.0,26.77,92.69,68.53,6.11,0.0
plant-4235,26,46,healthy,0.0,29.4,72.81,46.62,6.21,0.0
plant-4236,25,18,healthy,0.0,35.35,90.91,69.49,7.33,0.0
plant-4237,29,31,healthy,0.0,32.29,59.38,39.09,6.72,0.0
plant-4238,26,7,mold,0.762,35.36,83.15,68.63,6.39,0.762
plant-4239,28,26,mold,0.357,35.39,38.33,31.02,6.98,0.357
plant-4240,36,36,healthy,0.0,22.41,39.92,62.07,6.97,0.0
plant-4241,16,31,nutrient_deficiency,0.659,23.23,33.54,41.27,7.23,0.593
plant-4242,16,27,healthy,0.0,16.88,94.41,47.92,6.91,0.0
plant-4243,32,18,healthy,0.0,33.09,76.29,63.84,7.95,0.0
plant-4244,25,26,healthy,0.0,24.25,40.03,38.79,7.07,0.0
plant-4245,25,49,mold,0.415,37.26,41.52,19.35,5.52,0.562
plant-4246,37,28,healthy,0.0,33.37,33.88,19.39,6.27,0.0
plant-4247,9,25,healthy,0.0,22.67,30.72,40.79,6.5,0.0
plant-4248,33,25,healthy,0.0,30.43,44.41,39.03,6.69,0.0
plant-4249,46,28,mold,0.497,17.1,38.54,10.19,6.2,0.825
plant-4250,8,13,late_blight,0.625,28.76,89.67,51.35,7.18,0.75
plant-4251,27,29,healthy,0.0,24.14,73.52,20.86,6.43,0.0
plant-4252,5,2,healthy,0.0,17.75,86.74,69.05,5.69,0.0
plant-4253,5,43,mold,0.381,22.19,63.37,9.42,6.03,0.642
plant-4254,39,12,late_blight,0.997,33.67,88.79,20.17,6.8,1.0
plant-4255,25,19,healthy,0.0,33.32,65.67,7.61,5.53,0.0
plant-4256,1,24,healthy,0.0,26.66,84.66,29.5,7.26,0.0
plant-4257,16,21,healthy,0.0,18.88,41.79,15.58,7.99,0.0
plant-4258,49,25,healthy,0.0,27.73,36.82,66.97,6.06,0.0
plant-4259,35,0,healthy,0.0,26.8,56.78,5.4,7.16,0.0
plant-4260,18,37,healthy,0.0,21.7,59.11,32.6,7.24,0.0
plant-4261,48,2,mold,0.759,30.76,83.59,24.77,6.27,0.891
plant-4262,8,12,healthy,0.0,31.17,68.94,69.96,7.02,0.0
plant-4263,20,28,early_blight,0.21,36.75,61.38,31.58,7.22,0.21
plant-4264,3,44,healthy,0.0,27.5,37.42,28.38,7.64,0.0
plant-4265,6,48,healthy,0.0,18.05,94.67,25.99,7.83,0.0
plant-4266,14,36,healthy,0.0,18.35,37.93,36.8,6.67,0.0
plant-4267,18,1,healthy,0.0,15.91,37.65,67.02,7.66,0.0
plant-4268,11,40,healthy,0.0,29.02,81.83,69.53,6.73,0.0
plant-4269,35,25,late_blight,0.888,27.51,31.63,29.07,5.54,1.0
plant-4270,24,4,healthy,0.0,21.03,36.45,38.54,5.89,0.0
plant-4271,20,23,nutrient_deficiency,0.36,21.03,51.33,69.54,6.68,0.324
plant-4272,12,32,healthy,0.0,20.28,86.23,12.63,6.39,0.0
plant-4273,25,37,nutrient_deficiency,0.686,23.14,58.1,41.53,7.76,0.617
plant-4274,10,45,healthy,0.0,26.7,51.69,30.75,7.49,0.0
plant-4275,7,22,healthy,0.0,34.15,39.81,22.0,6.66,0.0
plant-4276,8,27,healthy,0.0,22.09,63.75,36.02,5.86,0.0
plant-4277,9,4,late_blight,0.448,34.15,49.39,18.51,6.55,0.744
plant-4278,28,25,nutrient_deficiency,0.252,28.54,79.22,49.17,6.94,0.227
plant-4279,8,13,healthy,0.0,17.15,31.15,30.0,6.41,0.0
plant-4280,18,12,healthy,0.0,20.99,86.44,32.43,7.19,0.0
plant-4281,13,26,healthy,0.0,31.28,30.08,5.49,6.2,0.0
plant-4282,11,17,healthy,0.0,28.48,77.92,63.2,5.55,0.0
plant-4283,47,37,late_blight,0.269,21.76,74.86,50.28,6.61,0.323
plant-4284,34,47,mold,0.591,26.0,32.06,19.79,6.23,0.792
plant-4285,33,3,healthy,0.0,36.65,33.03,51.52,5.53,0.0
plant-4286,10,2,late_blight,0.991,29.61,91.21,64.15,6.92,1.0
plant-4287,4,31,healthy,0.0,36.04,78.28,68.81,6.07,0.0
plant-4288,31,36,healthy,0.0,31.1,56.67,27.13,6.11,0.0
plant-4289,46,43,healthy,0.0,16.41,45.6,47.78,5.65,0.0
plant-4290,33,18,early_blight,0.826,26.15,85.46,52.2,5.51,0.826
plant-4291,19,2,healthy,0.0,20.27,54.39,57.46,5.58,0.0
plant-4292,35,28,mold,0.647,35.89,85.51,50.31,5.66,0.647
plant-4293,27,11,healthy,0.0,37.72,45.37,33.07,6.98,0.0
plant-4294,38,18,healthy,0.0,18.77,58.99,53.32,6.99,0.0
plant-4295,11,26,healthy,0.0,31.34,71.6,11.08,7.73,0.0
plant-4296,9,3,healthy,0.0,30.17,76.38,15.69,7.49,0.0
plant-4297,32,25,healthy,0.0,16.28,42.57,65.22,7.89,0.0
plant-4298,43,12,healthy,0.0,18.0,78.61,15.7,6.09,0.0
plant-4299,38,29,healthy,0.0,19.15,67.4,48.96,6.01,0.0
plant-4300,23,41,healthy,0.0,24.81,53.58,18.69,7.88,0.0
plant-4301,40,43,healthy,0.0,15.45,84.21,20.78,5.86,0.0
plant-4302,7,0,healthy,0.0,20.01,32.86,69.61,5.95,0.0
plant-4303,44,21,healthy,0.0,36.42,39.15,67.07,5.77,0.0
plant-4304,24,18,healthy,0.0,25.17,68.87,18.36,5.52,0.0
plant-4305,5,47,healthy,0.0,24.41,72.27,18.61,6.91,0.0
plant-4306,37,43,healthy,0.0,26.25,44.87,42.75,6.84,0.0
plant-4307,38,43,healthy,0.0,21.42,33.72,36.26,6.0,0.0
plant-4308,1,30,healthy,0.0,19.16,67.73,53.01,7.88,0.0
plant-4309,20,46,healthy,0.0,23.17,77.03,14.97,7.89,0.0
plant-4310,41,46,healthy,0.0,29.69,91.18,40.71,7.82,0.0
plant-4311,34,40,healthy,0.0,34.22,45.53,38.65,7.88,0.0
plant-4312,9,32,nutrient_deficiency,0.623,34.07,67.27,63.12,7.83,0.561
plant-4313,22,3,healthy,0.0,24.71,50.12,26.17,7.97,0.0
plant-4314,7,15,healthy,0.0,15.13,75.87,33.84,6.17,0.0
plant-4315,19,32,mold,0.77,31.33,94.47,64.18,6.93,0.77
plant-4316,32,24,healthy,0.0,15.44,45.81,54.5,6.68,0.0
plant-4317,39,7,mold,0.893,25.16,81.74,50.24,5.71,0.893
plant-4318,42,4,early_blight,0.61,31.25,85.56,25.78,7.01,0.696
plant-4319,25,12,healthy,0.0,17.19,69.43,39.64,6.1,0.0
plant-4320,17,44,healthy,0.0,18.82,82.12,16.42,6.56,0.0
plant-4321,34,7,mold,0.956,24.67,60.8,66.72,5.74,0.956
plant-4322,19,39,mold,0.32,32.39,86.24,27.52,7.32,0.346
plant-4323,43,4,healthy,0.0,31.87,93.35,19.57,6.63,0.0
plant-4324,49,0,healthy,0.0,32.56,41.46,64.6,7.3,0.0
plant-4325,45,6,healthy,0.0,20.01,70.41,52.13,5.85,0.0
plant-4326,40,48,late_blight,0.96,21.74,82.53,18.47,7.25,1.0
plant-4327,13,27,healthy,0.0,35.58,77.45,6.85,7.24,0.0
plant-4328,2,48,healthy,0.0,27.23,62.19,16.47,7.9,0.0
plant-4329,28,3,healthy,0.0,30.26,40.14,28.01,7.2,0.0
plant-4330,18,36,mold,0.894,34.85,34.49,48.53,6.53,0.894
plant-4331,38,28,healthy,0.0,37.01,47.9,32.86,5.56,0.0
plant-4332,44,15,healthy,0.0,36.89,75.86,59.01,5.87,0.0
plant-4333,13,31,healthy,0.0,32.94,58.41,60.33,7.16,0.0
plant-4334,11,27,healthy,0.0,21.8,60.89,53.65,6.08,0.0
plant-4335,9,21,healthy,0.0,24.37,75.66,56.54,6.34,0.0
plant-4336,49,9,healthy,0.0,31.76,55.14,12.52,7.81,0.0
plant-4337,5,13,healthy,0.0,29.54,78.82,64.11,5.55,0.0
plant-4338,40,31,healthy,0.0,27.21,88.87,33.12,5.6,0.0
plant-4339,30,29,healthy,0.0,16.49,91.5,9.58,5.75,0.0
plant-4340,44,3,mold,0.698,34.12,87.82,60.31,5.72,0.698
plant-4341,24,26,early_blight,0.82,31.83,36.86,35.85,6.63,0.82
plant-4342,11,19,healthy,0.0,31.76,52.17,54.97,7.85,0.0
plant-4343,46,7,healthy,0.0,36.84,70.65,59.39,6.79,0.0
plant-4344,7,41,mold,0.906,22.38,69.38,61.72,6.27,0.906
plant-4345,37,39,healthy,0.0,22.61,81.75,64.17,6.92,0.0
plant-4346,39,32,mold,0.907,26.28,93.59,30.35,7.41,0.907
plant-4347,14,16,healthy,0.0,25.71,32.99,39.54,6.89,0.0
plant-4348,19,12,healthy,0.0,28.72,62.93,67.39,6.57,0.0
plant-4349,47,37,healthy,0.0,34.87,31.09,36.51,6.01,0.0
plant-4350,34,5,healthy,0.0,27.33,77.5,57.55,6.79,0.0
plant-4351,48,2,healthy,0.0,17.31,35.64,60.3,5.97,0.0
plant-4352,4,33,nutrient_deficiency,0.488,29.04,57.62,13.12,6.86,0.686
plant-4353,33,25,healthy,0.0,25.76,33.67,6.74,6.73,0.0
plant-4354,31,20,mold,0.531,34.3,67.02,58.58,7.43,0.531
plant-4355,44,15,healthy,0.0,32.03,44.17,34.2,6.38,0.0
plant-4356,16,5,healthy,0.0,24.06,48.38,52.15,6.08,0.0
plant-4357,31,36,healthy,0.0,23.28,56.4,42.64,6.86,0.0
plant-4358,39,48,healthy,0.0,26.81,41.48,41.52,5.87,0.0
plant-4359,36,4,healthy,0.0,36.24,62.19,9.55,6.36,0.0
plant-4360,27,37,healthy,0.0,36.71,78.22,55.38,7.37,0.0
plant-4361,30,2,nutrient_deficiency,0.468,31.87,78.34,53.63,7.45,0.421
plant-4362,15,29,healthy,0.0,36.49,52.16,11.63,7.11,0.0
plant-4363,1,28,early_blight,0.683,24.72,53.95,61.78,7.75,0.683
plant-4364,5,4,healthy,0.0,26.69,89.46,27.08,7.64,0.0
plant-4365,45,1,healthy,0.0,26.71,54.88,62.73,7.86,0.0
plant-4366,13,43,healthy,0.0,16.9,47.7,36.93,7.1,0.0
plant-4367,13,14,healthy,0.0,37.91,43.47,64.6,6.94,0.0
plant-4368,46,30,healthy,0.0,31.17,77.36,35.31,7.05,0.0
plant-4369,28,16,healthy,0.0,23.1,62.67,53.28,7.54,0.0
plant-4370,15,15,healthy,0.0,18.38,68.39,10.03,5.57,0.0
plant-4371,0,27,healthy,0.0,32.53,69.81,69.15,7.55,0.0
plant-4372,7,30,early_blight,0.799,34.66,71.01,29.02,5.75,0.825
plant-4373,46,26,healthy,0.0,19.31,85.56,46.47,6.07,0.0
plant-4374,39,48,nutrient_deficiency,0.813,26.99,94.49,22.25,6.58,0.921
plant-4375,36,33,healthy,0.0,15.5,66.44,26.61,6.46,0.0
plant-4376,35,22,mold,0.95,22.85,92.76,18.49,7.26,1.0
plant-4377,40,1,early_blight,0.283,30.04,41.5,55.7,6.57,0.283
plant-4378,29,24,nutrient_deficiency,0.59,33.66,59.17,41.64,6.99,0.531
plant-4379,13,4,healthy,0.0,18.19,51.15,41.91,7.0,0.0
plant-4380,2,47,healthy,0.0,25.51,45.97,57.8,5.56,0.0
plant-4381,28,21,healthy,0.0,15.59,54.77,44.15,7.13,0.0
plant-4382,15,3,healthy,0.0,37.14,34.08,50.06,7.59,0.0
plant-4383,37,21,healthy,0.0,16.03,75.02,67.08,5.71,0.0
plant-4384,19,45,healthy,0.0,24.63,67.11,22.47,7.18,0.0
plant-4385,23,32,early_blight,0.979,27.69,88.79,28.26,6.38,1.0
plant-4386,36,20,mold,0.898,31.39,93.36,11.24,7.54,1.0
plant-4387,40,27,healthy,0.0,30.89,56.57,59.42,7.5,0.0
plant-4388,40,35,healthy,0.0,31.93,90.58,58.23,6.09,0.0
plant-4389,7,48,healthy,0.0,31.57,71.14,49.56,5.66,0.0
plant-4390,20,19,healthy,0.0,37.33,61.62,62.97,7.4,0.0
plant-4391,38,41,healthy,0.0,32.51,72.3,47.93,5.61,0.0
plant-4392,46,49,healthy,0.0,19.53,81.65,61.74,7.13,0.0
plant-4393,9,43,early_blight,0.449,16.4,34.68,5.65,5.87,0.813
plant-4394,1,41,late_blight,0.521,16.56,73.12,29.71,6.87,0.631
plant-4395,14,0,nutrient_deficiency,0.607,34.98,33.02,41.27,7.99,0.546
plant-4396,9,4,healthy,0.0,30.59,30.09,23.38,7.2,0.0
plant-4397,13,30,early_blight,0.744,29.56,36.06,23.46,5.88,0.906
plant-4398,42,31,early_blight,0.519,18.37,83.19,59.06,7.43,0.519
plant-4399,4,29,healthy,0.0,31.17,93.26,14.24,7.99,0.0
plant-4400,27,6,healthy,0.0,34.28,71.94,59.36,7.69,0.0
plant-4401,47,44,healthy,0.0,31.05,79.33,42.58,7.91,0.0
plant-4402,34,31,healthy,0.0,18.37,62.48,37.14,7.56,0.0
plant-4403,4,13,healthy,0.0,24.44,43.53,42.66,5.74,0.0
plant-4404,22,0,healthy,0.0,17.47,69.01,33.57,7.41,0.0
plant-4405,28,39,early_blight,0.346,33.53,42.77,26.46,6.6,0.387
plant-4406,44,39,healthy,0.0,24.76,53.61,52.75,7.62,0.0
plant-4407,14,3,nutrient_deficiency,0.461,23.49,71.2,31.63,6.84,0.415
plant-4408,28,9,mold,0.518,24.74,64.32,60.86,5.55,0.518
plant-4409,28,4,healthy,0.0,26.9,89.71,33.23,6.82,0.0
plant-4410,6,33,healthy,0.0,34.44,62.22,69.55,7.3,0.0
plant-4411,24,27,early_blight,0.233,20.34,41.41,19.71,6.34,0.313
plant-4412,32,39,healthy,0.0,30.74,62.59,45.18,7.39,0.0
plant-4413,23,7,healthy,0.0,35.33,92.56,50.93,7.04,0.0
plant-4414,43,11,healthy,0.0,24.46,45.38,21.07,7.88,0.0
plant-4415,16,41,healthy,0.0,28.58,84.85,65.41,6.18,0.0
plant-4416,26,5,healthy,0.0,30.08,66.5,55.3,6.57,0.0
plant-4417,38,27,healthy,0.0,34.72,62.3,11.03,6.35,0.0
plant-4418,5,5,healthy,0.0,15.17,56.22,38.32,7.07,0.0
plant-4419,49,15,late_blight,0.481,22.53,76.34,60.0,5.67,0.577
plant-4420,3,4,early_blight,0.945,36.24,71.43,35.03,6.89,0.945
plant-4421,35,36,nutrient_deficiency,0.313,17.3,45.89,47.68,6.73,0.282
plant-4422,11,34,healthy,0.0,37.83,80.38,39.45,5.58,0.0
plant-4423,41,47,nutrient_deficiency,0.698,15.38,87.38,45.83,7.25,0.628
plant-4424,48,38,healthy,0.0,34.44,61.3,25.7,7.08,0.0
plant-4425,5,3,healthy,0.0,22.0,68.77,63.78,5.91,0.0
plant-4426,30,46,early_blight,0.909,16.17,75.4,18.72,7.96,1.0
plant-4427,9,45,healthy,0.0,37.3,72.34,26.87,6.42,0.0
plant-4428,23,42,healthy,0.0,24.11,90.72,26.66,6.09,0.0
plant-4429,5,41,healthy,0.0,35.93,65.39,35.01,6.86,0.0
plant-4430,41,29,healthy,0.0,17.89,86.34,37.36,5.62,0.0
plant-4431,9,38,healthy,0.0,30.58,44.99,24.3,7.74,0.0
plant-4432,22,38,healthy,0.0,32.69,31.61,43.78,7.27,0.0
plant-4433,47,7,healthy,0.0,30.22,81.3,21.49,7.64,0.0
plant-4434,9,12,late_blight,0.69,19.55,36.32,28.83,5.67,0.86
plant-4435,12,46,healthy,0.0,16.01,92.07,19.19,7.61,0.0
plant-4436,43,27,healthy,0.0,22.31,91.6,38.93,6.11,0.0
plant-4437,49,12,healthy,0.0,29.95,55.47,42.16,7.28,0.0
plant-4438,26,8,late_blight,0.7,30.35,38.08,16.38,7.36,1.0
plant-4439,39,38,healthy,0.0,31.62,66.5,66.88,7.05,0.0
plant-4440,5,45,late_blight,0.594,17.16,59.72,53.66,6.09,0.713
plant-4441,27,37,healthy,0.0,29.26,81.45,66.02,7.13,0.0
plant-4442,3,31,late_blight,0.387,18.68,90.06,6.88,7.5,0.822
plant-4443,21,41,healthy,0.0,26.92,94.44,8.63,5.89,0.0
plant-4444,25,45,healthy,0.0,17.1,85.86,31.38,5.92,0.0
plant-4445,22,27,mold,0.563,37.71,44.7,51.3,7.08,0.563
plant-4446,15,17,healthy,0.0,33.96,41.5,29.5,7.79,0.0
plant-4447,30,34,healthy,0.0,30.06,41.95,25.93,6.34,0.0
plant-4448,5,16,late_blight,0.524,34.43,71.46,48.16,6.64,0.629
plant-4449,3,44,healthy,0.0,21.8,88.04,39.47,7.93,0.0
plant-4450,40,16,healthy,0.0,25.83,88.46,38.68,6.22,0.0
plant-4451,37,14,healthy,0.0,35.06,53.29,40.15,7.0,0.0
plant-4452,19,4,healthy,0.0,21.15,48.31,55.24,5.52,0.0
plant-4453,39,24,healthy,0.0,37.43,82.31,37.91,5.97,0.0
plant-4454,19,29,healthy,0.0,17.72,62.35,19.22,7.32,0.0
plant-4455,25,28,healthy,0.0,29.08,93.16,44.01,6.03,0.0
plant-4456,28,40,healthy,0.0,19.17,62.36,39.83,5.55,0.0
plant-4457,19,28,healthy,0.0,26.18,57.51,63.34,5.72,0.0
plant-4458,43,20,healthy,0.0,29.9,94.06,59.1,6.06,0.0
plant-4459,23,17,healthy,0.0,16.62,49.22,21.95,7.89,0.0
plant-4460,38,32,healthy,0.0,22.28,40.45,20.66,6.61,0.0
plant-4461,46,30,healthy,0.0,15.84,48.12,23.71,7.7,0.0
plant-4462,19,12,healthy,0.0,33.3,39.22,49.24,7.6,0.0
plant-4463,11,37,healthy,0.0,33.39,52.02,9.26,5.69,0.0
plant-4464,9,25,healthy,0.0,22.17,54.12,15.08,7.23,0.0
plant-4465,19,10,healthy,0.0,19.91,37.0,7.58,7.52,0.0
plant-4466,43,44,healthy,0.0,29.86,46.68,63.99,6.7,0.0
plant-4467,13,19,healthy,0.0,18.33,34.78,19.68,7.86,0.0
plant-4468,13,0,healthy,0.0,17.88,70.72,62.53,7.36,0.0
plant-4469,42,26,mold,0.541,27.26,60.88,28.16,5.88,0.574
plant-4470,49,37,healthy,0.0,20.01,72.02,24.15,5.92,0.0
plant-4471,49,13,healthy,0.0,18.71,56.25,43.14,6.35,0.0
plant-4472,45,30,healthy,0.0,27.57,52.5,12.25,6.24,0.0
plant-4473,16,30,healthy,0.0,33.01,64.04,55.34,5.63,0.0
plant-4474,21,7,early_blight,0.55,35.37,41.09,44.86,5.72,0.55
plant-4475,6,5,early_blight,0.52,24.85,87.63,46.73,5.71,0.52
plant-4476,23,10,late_blight,0.88,33.6,41.51,24.47,6.29,1.0
plant-4477,22,28,nutrient_deficiency,0.568,27.78,82.47,41.36,7.37,0.511
plant-4478,23,46,healthy,0.0,20.85,41.02,68.7,5.98,0.0
plant-4479,17,16,mold,0.907,17.78,88.05,14.97,6.84,1.0
plant-4480,8,22,healthy,0.0,19.75,80.49,21.08,6.45,0.0
plant-4481,17,26,healthy,0.0,36.72,41.89,55.47,7.37,0.0
plant-4482,49,10,healthy,0.0,16.27,83.37,42.02,5.71,0.0
plant-4483,9,27,healthy,0.0,18.07,46.89,42.07,6.82,0.0
plant-4484,2,0,healthy,0.0,27.44,65.7,24.18,6.86,0.0
plant-4485,13,29,healthy,0.0,24.69,41.17,13.92,5.65,0.0
plant-4486,10,0,healthy,0.0,19.11,35.49,35.66,7.72,0.0
plant-4487,39,31,healthy,0.0,27.01,88.51,49.75,6.41,0.0
plant-4488,48,39,early_blight,0.433,34.16,71.26,64.5,6.88,0.433
plant-4489,0,7,healthy,0.0,21.67,70.65,31.47,6.47,0.0
plant-4490,46,8,early_blight,0.842,36.34,38.88,9.32,6.46,1.0
plant-4491,45,5,healthy,0.0,20.58,31.88,18.43,7.55,0.0
plant-4492,18,26,late_blight,0.721,20.94,76.06,24.92,6.61,1.0
plant-4493,44,10,healthy,0.0,19.3,94.41,69.16,6.02,0.0
plant-4494,38,22,healthy,0.0,35.17,34.8,34.91,7.23,0.0
plant-4495,24,40,healthy,0.0,19.73,71.89,49.06,7.05,0.0
plant-4496,27,20,early_blight,0.761,29.12,54.81,44.5,6.44,0.761
plant-4497,9,28,healthy,0.0,27.72,39.45,59.92,6.76,0.0
plant-4498,28,29,nutrient_deficiency,0.363,29.53,71.3,61.12,6.92,0.327
plant-4499,2,8,healthy,0.0,36.04,40.09,44.8,7.47,0.0
plant-4500,36,43,healthy,0.0,19.82,63.35,15.18,5.98,0.0
plant-4501,31,17,healthy,0.0,35.24,57.93,39.33,5.95,0.0
plant-4502,30,11,mold,0.925,23.51,82.44,28.1,7.01,0.984
plant-4503,49,45,healthy,0.0,19.38,80.62,30.37,6.31,0.0
plant-4504,38,14,healthy,0.0,37.5,66.6,15.56,6.95,0.0
plant-4505,45,40,mold,0.55,24.82,43.77,29.24,7.88,0.564
plant-4506,18,25,healthy,0.0,36.35,33.42,52.46,7.09,0.0
plant-4507,17,15,mold,0.601,17.53,60.11,14.83,5.99,0.905
plant-4508,32,29,healthy,0.0,34.83,31.78,32.36,7.21,0.0
plant-4509,17,40,late_blight,0.208,25.11,93.61,42.73,6.24,0.25
plant-4510,47,46,healthy,0.0,31.73,87.13,59.13,7.89,0.0
plant-4511,45,46,healthy,0.0,24.1,34.46,31.77,7.69,0.0
plant-4512,41,42,healthy,0.0,35.96,68.12,23.7,6.8,0.0
plant-4513,45,13,healthy,0.0,33.62,84.55,5.7,6.41,0.0
plant-4514,26,42,late_blight,0.323,30.4,57.25,61.63,7.7,0.388
plant-4515,32,35,late_blight,0.7,17.12,55.6,40.87,7.11,0.84
plant-4516,12,8,healthy,0.0,16.51,79.32,25.6,6.45,0.0
plant-4517,13,22,healthy,0.0,22.44,69.82,24.01,7.72,0.0
plant-4518,42,21,mold,0.959,22.43,42.4,37.18,6.5,0.959
plant-4519,49,3,healthy,0.0,22.12,62.24,6.11,5.95,0.0
plant-4520,2,30,nutrient_deficiency,0.395,15.02,66.82,54.13,7.87,0.356
plant-4521,20,25,mold,0.52,35.78,53.51,68.55,6.23,0.52
plant-4522,5,40,healthy,0.0,27.36,35.89,54.61,5.76,0.0
